6207
20140802175745,10.0.0.2,58563,10.0.0.1,5001,3,46.0-47.0,5242880,41943040
20140802175746,10.0.0.2,58563,10.0.0.1,5001,3,47.0-48.0,5373952,42991616
20140802175747,10.0.0.2,58563,10.0.0.1,5001,3,48.0-49.0,5242880,41943040
20140802175748,10.0.0.2,58563,10.0.0.1,5001,3,49.0-50.0,5373952,42991616
20140802175749,10.0.0.2,58563,10.0.0.1,5001,3,50.0-51.0,5242880,41943040
20140802175750,10.0.0.2,58563,10.0.0.1,5001,3,51.0-52.0,5242880,41943040
20140802175751,10.0.0.2,58563,10.0.0.1,5001,3,52.0-53.0,5373952,42991616
20140802175752,10.0.0.2,58563,10.0.0.1,5001,3,53.0-54.0,6291456,50331648
20140802175753,10.0.0.2,58563,10.0.0.1,5001,3,54.0-55.0,5373952,42991616
20140802175754,10.0.0.2,58563,10.0.0.1,5001,3,55.0-56.0,5242880,41943040
20140802175755,10.0.0.2,58563,10.0.0.1,5001,3,56.0-57.0,5373952,42991616
20140802175756,10.0.0.2,58563,10.0.0.1,5001,3,57.0-58.0,5242880,41943040
20140802175757,10.0.0.2,58563,10.0.0.1,5001,3,58.0-59.0,5373952,42991616
20140802175758,10.0.0.2,58563,10.0.0.1,5001,3,59.0-60.0,5242880,41943040
20140802175758,10.0.0.2,58563,10.0.0.1,5001,3,0.0-60.1,323485696,43046296
